severity,chain,name,kind,detail
warning,TGI Friday's,Absolut & Soda Water,atwater,"140 ккал, макросы объясняют только 44 (69%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Absolut & Tonic,atwater,"140 ккал, макросы объясняют только 44 (69%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Add On Lobster Tail,atwater,"120 ккал, макросы объясняют только 66 (45%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Apple Tini,atwater,"160 ккал, макросы объясняют только 84 (48%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Barbados Rum Punch,atwater,"230 ккал, макросы объясняют только 132 (43%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Berry Sangria,atwater,"220 ккал, макросы объясняют только 104 (53%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Black Russian,atwater,"160 ккал, макросы объясняют только 40 (75%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Blackberry Long Island Iced Tea,atwater,"250 ккал, макросы объясняют только 108 (57%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Blackberry Margarita,atwater,"160 ккал, макросы объясняют только 80 (50%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Blackberry Mojito,atwater,"200 ккал, макросы объясняют только 108 (46%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Bloody Orange Cooler,atwater,"200 ккал, макросы объясняют только 108 (46%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Blue Fire Lemonade,atwater,"170 ккал, макросы объясняют только 92 (46%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Blue Rita Shaker,atwater,"250 ккал, макросы объясняют только 108 (57%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Buttery Nipple,atwater,"120 ккал, макросы объясняют только 83 (31%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Captain Morgan & Coke,atwater,"120 ккал, макросы объясняют только 60 (50%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Captain Morgan Island Rum Punch,atwater,"380 ккал, макросы объясняют только 248 (35%) — алкоголь или потерянный макрос"
error,TGI Friday's,"Captain Morgans Spiced Rum, 1.5 oz",atwater,"90 ккал, макросы объясняют только 4 (96%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Cinnamon Toast Shooter,atwater,"170 ккал, макросы объясняют только 98 (42%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Corona Rita,atwater,"340 ккал, макросы объясняют только 160 (53%) — алкоголь или потерянный макрос"
error,TGI Friday's,Cosmopolitan,atwater,"150 ккал, макросы объясняют только 36 (76%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Diddy On The Beach,atwater,"310 ккал, макросы объясняют только 216 (30%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Double Berry Bellini,atwater,"200 ккал, макросы объясняют только 88 (56%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Double Berry Mojito Shaker,atwater,"190 ккал, макросы объясняют только 104 (45%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Dreamsicle Shooter,atwater,"210 ккал, макросы объясняют только 122 (42%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Electric Lemonade,atwater,"180 ккал, макросы объясняют только 76 (58%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Espresso Martini,atwater,"240 ккал, макросы объясняют только 142 (41%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Fiery Apple,atwater,"210 ккал, макросы объясняют только 120 (43%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Firecracker Sangria,atwater,"180 ккал, макросы объясняют только 80 (56%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Fresh Lynchburg Lemonade,atwater,"180 ккал, макросы объясняют только 84 (53%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Fresh Squeezed Mimosa,atwater,"110 ккал, макросы объясняют только 56 (49%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Fresh Strawberry Daiquiri,atwater,"190 ккал, макросы объясняют только 116 (39%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Fresh Strawberry Mule,atwater,"190 ккал, макросы объясняют только 108 (43%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Fridays Light Cosmo Cooler,atwater,"140 ккал, макросы объясняют только 44 (69%) — алкоголь или потерянный макрос"
warning,TGI Friday's,German Chocolate Cake Sipper,atwater,"190 ккал, макросы объясняют только 49 (74%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Gold Coast Blackberry Mule,atwater,"170 ккал, макросы объясняют только 80 (53%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Gold Coast Winter Storm,atwater,"170 ккал, макросы объясняют только 88 (48%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Grey Goose Cooler,atwater,"210 ккал, макросы объясняют только 112 (47%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Grey Goose Punch Shaker,atwater,"220 ккал, макросы объясняют только 104 (53%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Guinness Draught Stout,atwater,"160 ккал, макросы объясняют только 52 (68%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Hendricks Cooler,atwater,"180 ккал, макросы объясняют только 96 (47%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Honey Badger Shooter,atwater,"150 ккал, макросы объясняют только 50 (67%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Horny Rita Frozen,atwater,"250 ккал, макросы объясняют только 124 (50%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Horny Rita Rocks,atwater,"250 ккал, макросы объясняют только 124 (50%) — алкоголь или потерянный макрос"
error,TGI Friday's,House Bloody Mary,atwater,"120 ккал, макросы объясняют только 28 (77%) — алкоголь или потерянный макрос"
warning,TGI Friday's,House Long Island Iced Tea,atwater,"210 ккал, макросы объясняют только 84 (60%) — алкоголь или потерянный макрос"
warning,TGI Friday's,House Mojito,atwater,"180 ккал, макросы объясняют только 88 (51%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Irish Rita,atwater,"200 ккал, макросы объясняют только 96 (52%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Irish Rita Rocks,atwater,"210 ккал, макросы объясняют только 128 (39%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Jack Daniels & Coke,atwater,"130 ккал, макросы объясняют только 56 (57%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Jack Daniels & Ginger,atwater,"110 ккал, макросы объясняют только 32 (71%) — алкоголь или потерянный макрос"
error,TGI Friday's,Jager Bomb,atwater,"210 ккал, макросы объясняют только 52 (75%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Jameson & Sprite,atwater,"120 ккал, макросы объясняют только 40 (67%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Kamikaze,atwater,"140 ккал, макросы объясняют только 48 (66%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Kentucky Lemonade,atwater,"190 ккал, макросы объясняют только 88 (54%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Key Lime Pie Shooter,atwater,"220 ккал, макросы объясняют только 134 (39%) — алкоголь или потерянный макрос"
error,TGI Friday's,"LaMarca Prosecco, 750 ml, Bottle",atwater,"510 ккал, макросы объясняют только 40 (92%) — алкоголь или потерянный макрос"
error,TGI Friday's,"Lamarca Prosecco Split, 187 ml",atwater,"130 ккал, макросы объясняют только 12 (91%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Lemon Drop,atwater,"150 ккал, макросы объясняют только 60 (60%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Mango Lemonade,atwater,"250 ккал, макросы объясняют только 156 (38%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Margarita Frozen,atwater,"230 ккал, макросы объясняют только 104 (55%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Margarita Rocks,atwater,"200 ккал, макросы объясняют только 96 (52%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Melon Ball,atwater,"110 ккал, макросы объясняют только 40 (64%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Michelada,atwater,"100 ккал, макросы объясняют только 56 (44%) — алкоголь или потерянный макрос"
warning,TGI Friday's,"Mimosa, Orange",atwater,"110 ккал, макросы объясняют только 56 (49%) — алкоголь или потерянный макрос"
warning,TGI Friday's,"Mimosa, Ruby Red Vanilla",atwater,"130 ккал, макросы объясняют только 72 (45%) — алкоголь или потерянный макрос"
warning,TGI Friday's,"Mojito, Signature",atwater,"180 ккал, макросы объясняют только 88 (51%) — алкоголь или потерянный макрос"
warning,TGI Friday's,One Two Rum Punch,atwater,"210 ккал, макросы объясняют только 88 (58%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Pabst Blue Ribbon,atwater,"200 ккал, макросы объясняют только 64 (68%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Patron Cosmo Rita Shaker,atwater,"270 ккал, макросы объясняют только 112 (59%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Patron Cosmo Rita Shaker w/ Patron Reposado,atwater,"270 ккал, макросы объясняют только 112 (59%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Peach Honey Smash,atwater,"210 ккал, макросы объясняют только 100 (52%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Peach Long Island Tea,atwater,"240 ккал, макросы объясняют только 108 (55%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Peach Sangria,atwater,"240 ккал, макросы объясняют только 152 (37%) — алкоголь или потерянный макрос"
error,TGI Friday's,Petite Sirloin & Lobster Tail w/ Mashed Potatoes & Lemon Butter Broccoli,atwater,макросы дают 1406 ккал против заявленных 890 (+58%)
error,TGI Friday's,"Petite Sirloin, Local",atwater,макросы дают 932 ккал против заявленных 370 (+152%)
warning,TGI Friday's,Pink Punk Martini,atwater,"160 ккал, макросы объясняют только 52 (68%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Purple Hooter,atwater,"140 ккал, макросы объясняют только 48 (66%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Red Bull & Vodka,atwater,"140 ккал, макросы объясняют только 52 (63%) — алкоголь или потерянный макрос"
error,TGI Friday's,Red Head,atwater,"140 ккал, макросы объясняют только 32 (77%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Red Snapper,atwater,"170 ккал, макросы объясняют только 112 (34%) — алкоголь или потерянный макрос"
error,TGI Friday's,Rib Eye & Lobster Tail w/ Mashed Potatoes & Lemon Butter Broccoli,range,protein=308.0 выше потолка 250
error,TGI Friday's,Rib Eye & Lobster Tail w/ Mashed Potatoes & Lemon Butter Broccoli,atwater,макросы дают 1722 ккал против заявленных 1080 (+59%)
error,TGI Friday's,"Rib Eye, Local",range,protein=280.0 выше потолка 250
error,TGI Friday's,"Rib Eye, Local",atwater,макросы дают 1248 ккал против заявленных 560 (+123%)
warning,TGI Friday's,Ruby Red Greyhound,atwater,"130 ккал, макросы объясняют только 48 (63%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ruby Red Spiked Lemonade,atwater,"160 ккал, макросы объясняют только 80 (50%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Sangria Rita,atwater,"220 ккал, макросы объясняют только 92 (58%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Barbados Rum Punch,atwater,"480 ккал, макросы объясняют только 288 (40%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Peach Sangria,atwater,"480 ккал, макросы объясняют только 304 (37%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Strawberry Henny,atwater,"400 ккал, макросы объясняют только 212 (47%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Ultimate Frozen Margarita,atwater,"670 ккал, макросы объясняют только 320 (52%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Ultimate Frozen Margarita Mango Swirl,atwater,"860 ккал, макросы объясняют только 512 (40%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Ultimate Frozen Margarita Peach Mango Swirl,atwater,"860 ккал, макросы объясняют только 508 (41%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Ultimate Frozen Margarita Peach Swirl,atwater,"860 ккал, макросы объясняют только 508 (41%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Ultimate Frozen Margarita Sangria Swirl,atwater,"790 ккал, макросы объясняют только 336 (57%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Ultimate Frozen Margarita Strawberry Passion Swirl,atwater,"820 ккал, макросы объясняют только 472 (42%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Ultimate Frozen Margarita Strawberry Swirl,atwater,"780 ккал, макросы объясняют только 436 (44%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Ultimate Frozen Margarita Watermelon Swirl,atwater,"750 ккал, макросы объясняют только 452 (40%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Ultimate Long Island Tea,atwater,"390 ккал, макросы объясняют только 128 (67%) — алкоголь или потерянный макрос"
warning,TGI Friday's,"Shareable Ultimate Margarita, Rocks",atwater,"560 ккал, макросы объясняют только 260 (54%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Shareable Ultimate Mojito,atwater,"480 ккал, макросы объясняют только 232 (52%) — алкоголь или потерянный макрос"
warning,TGI Friday's,"SoCo Hurricane, Frozen",atwater,"270 ккал, макросы объясняют только 164 (39%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Stella Artois,atwater,"210 ккал, макросы объясняют только 76 (64%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Strawberry Henny,atwater,"210 ккал, макросы объясняют только 108 (49%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Tequila Hornitos Sunrise,atwater,"210 ккал, макросы объясняют только 132 (37%) — алкоголь или потерянный макрос"
warning,TGI Friday's,"The BFM, The Best Fridays Margarita",atwater,"200 ккал, макросы объясняют только 80 (60%) — алкоголь или потерянный макрос"
warning,TGI Friday's,"The BFM, The Best Fridays Margarita w/ Patron Reposado",atwater,"200 ккал, макросы объясняют только 80 (60%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Titos Mule,atwater,"150 ккал, макросы объясняют только 68 (55%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Top Shelf Long Island Tea,atwater,"210 ккал, макросы объясняют только 84 (60%) — алкоголь или потерянный макрос"
error,TGI Friday's,Tortilla Soup,atwater,макросы дают 1020 ккал против заявленных 230 (+343%)
warning,TGI Friday's,Tropical Berry Mojito Shaker,atwater,"280 ккал, макросы объясняют только 148 (47%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Tropical Long Island Tea,atwater,"250 ккал, макросы объясняют только 172 (31%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate 77 Sunset Strip,atwater,"290 ккал, макросы объясняют только 128 (56%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Bloody Mary,atwater,"160 ккал, макросы объясняют только 53 (67%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Blueberry Pom Long Island Tea,atwater,"280 ккал, макросы объясняют только 148 (47%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Boba Long Island Tea,atwater,"250 ккал, макросы объясняют только 120 (52%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Casamigos Rita,atwater,"280 ккал, макросы объясняют только 108 (61%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Casamigos Spicy Rita,atwater,"280 ккал, макросы объясняют только 108 (61%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Casamigos Strawberry Rita,atwater,"270 ккал, макросы объясняют только 108 (60%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita,atwater,"330 ккал, макросы объясняют только 160 (52%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Blue Swirl,atwater,"410 ккал, макросы объясняют только 188 (54%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Mango Swirl,atwater,"430 ккал, макросы объясняют только 256 (40%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Midori Swirl,atwater,"410 ккал, макросы объясняют только 204 (50%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Peach Mango Swirl,atwater,"430 ккал, макросы объясняют только 252 (41%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Peach Swirl,atwater,"430 ккал, макросы объясняют только 252 (41%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Raspberry Peach Swirl,atwater,"410 ккал, макросы объясняют только 184 (55%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Regal Apple Swirl,atwater,"400 ккал, макросы объясняют только 208 (48%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Sangria Swirl,atwater,"370 ккал, макросы объясняют только 164 (56%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Strawberry Passion Swirl,atwater,"410 ккал, макросы объясняют только 236 (42%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Strawberry Swirl,atwater,"390 ккал, макросы объясняют только 216 (45%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Frozen Margarita Watermelon Swirl,atwater,"370 ккал, макросы объясняют только 224 (39%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Hawaiian Volcano,atwater,"310 ккал, макросы объясняют только 188 (39%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Long Island Tea,atwater,"260 ккал, макросы объясняют только 92 (65%) — алкоголь или потерянный макрос"
warning,TGI Friday's,"Ultimate Margarita, Rocks",atwater,"280 ккал, макросы объясняют только 128 (54%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Ultimate Mojito,atwater,"240 ккал, макросы объясняют только 116 (52%) — алкоголь или потерянный макрос"
warning,TGI Friday's,"Ultimate Tropical Berry Margarita, Frozen",atwater,"350 ккал, макросы объясняют только 180 (49%) — алкоголь или потерянный макрос"
warning,TGI Friday's,"Ultimate Tropical Berry Margarita, Rocks",atwater,"330 ккал, макросы объясняют только 180 (45%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Vegas Bomb,atwater,"150 ккал, макросы объясняют только 104 (31%) — алкоголь или потерянный макрос"
warning,TGI Friday's,Watermelon Cooler,atwater,"160 ккал, макросы объясняют только 64 (60%) — алкоголь или потерянный макрос"
warning,TGI Friday's,White Russian,atwater,"240 ккал, макросы объясняют только 116 (51%) — алкоголь или потерянный макрос"
error,TGI Friday's,"Wine Red Menu, 6 oz",atwater,"150 ккал, макросы объясняют только 20 (87%) — алкоголь или потерянный макрос"
error,TGI Friday's,"Wine Red Menu, 9 oz",atwater,"220 ккал, макросы объясняют только 28 (87%) — алкоголь или потерянный макрос"
error,TGI Friday's,"Wine Red Menu, Bottle",atwater,"630 ккал, макросы объясняют только 80 (87%) — алкоголь или потерянный макрос"
error,TGI Friday's,"Wine White Menu, 6 oz",atwater,"140 ккал, макросы объясняют только 20 (86%) — алкоголь или потерянный макрос"
error,TGI Friday's,"Wine White Menu, 9 oz",atwater,"220 ккал, макросы объясняют только 28 (87%) — алкоголь или потерянный макрос"
error,TGI Friday's,"Wine White Menu, Bottle",atwater,"610 ккал, макросы объясняют только 80 (87%) — алкоголь или потерянный макрос"
warning,Taco Bell,"Domestic Beer, Light, 16 fl oz",atwater,"140 ккал, макросы объясняют только 36 (74%) — алкоголь или потерянный макрос"
warning,Taco Bell,"Domestic Beer, Regular, 16 fl oz",atwater,"200 ккал, макросы объясняют только 76 (62%) — алкоголь или потерянный макрос"
warning,Taco Bell,"Premium Beer, Light, 16 fl oz",atwater,"140 ккал, макросы объясняют только 36 (74%) — алкоголь или потерянный макрос"
warning,Taco Bell,"Premium Beer, Regular, 16 fl oz",atwater,"200 ккал, макросы объясняют только 76 (62%) — алкоголь или потерянный макрос"
error,Taco Bell,Prosecco Sparkling Wine,atwater,"280 ккал, макросы объясняют только 36 (87%) — алкоголь или потерянный макрос"
warning,Taco Bell,"Red Sangria, 16 fl oz",atwater,"330 ккал, макросы объясняют только 108 (67%) — алкоголь или потерянный макрос"
error,Taco Bell,"Red Wine, 6.3 fl oz",atwater,"160 ккал, макросы объясняют только 20 (88%) — алкоголь или потерянный макрос"
error,Taco Bell,"Red Wine, 8 fl oz",atwater,"200 ккал, макросы объясняют только 24 (88%) — алкоголь или потерянный макрос"
warning,Taco Bell,"White Sangria, 16 fl oz",atwater,"340 ккал, макросы объясняют только 116 (66%) — алкоголь или потерянный макрос"
error,Taco Bell,"White Wine, 8 fl oz",atwater,"190 ккал, макросы объясняют только 24 (87%) — алкоголь или потерянный макрос"
error,The Capital Grille,Adults Only Arnold Palmer,atwater,макросы дают 500 ккал против заявленных 180 (+178%)
warning,The Capital Grille,Blackberry Bourbon Sidecar,atwater,"180 ккал, макросы объясняют только 56 (69%) — алкоголь или потерянный макрос"
warning,The Capital Grille,Capital Cosmopolitan,atwater,"250 ккал, макросы объясняют только 72 (71%) — алкоголь или потерянный макрос"
warning,The Capital Grille,"Cordials, Cream, 2 oz",atwater,"250 ккал, макросы объясняют только 112 (55%) — алкоголь или потерянный макрос"
warning,The Capital Grille,"Cordials, Herbal or Fruit, 2 oz",atwater,"150 ккал, макросы объясняют только 76 (49%) — алкоголь или потерянный макрос"
warning,The Capital Grille,"Dessert Wine, 3 oz",atwater,"140 ккал, макросы объясняют только 48 (66%) — алкоголь или потерянный макрос"
warning,The Capital Grille,Fire & Ice,atwater,"300 ккал, макросы объясняют только 116 (61%) — алкоголь или потерянный макрос"
warning,The Capital Grille,Grapefruit Buck,atwater,"190 ккал, макросы объясняют только 88 (54%) — алкоголь или потерянный макрос"
warning,The Capital Grille,In Fashion,atwater,"220 ккал, макросы объясняют только 56 (75%) — алкоголь или потерянный макрос"
error,The Capital Grille,Manhattan 46,atwater,"220 ккал, макросы объясняют только 32 (85%) — алкоголь или потерянный макрос"
warning,The Capital Grille,Mojito de Uvas,atwater,"210 ккал, макросы объясняют только 84 (60%) — алкоголь или потерянный макрос"
warning,The Capital Grille,"Port, 3 oz",atwater,"140 ккал, макросы объясняют только 44 (69%) — алкоголь или потерянный макрос"
error,The Capital Grille,"Red Wine, 1.5 L",atwater,"1310 ккал, макросы объясняют только 176 (87%) — алкоголь или потерянный макрос"
warning,The Capital Grille,"Red Wine, 3 L",portion,2620 ккал — вероятно целая порция на компанию
error,The Capital Grille,"Red Wine, 3 L",atwater,"2620 ккал, макросы объясняют только 348 (87%) — алкоголь или потерянный макрос"
error,The Capital Grille,"Red Wine, 6 oz",atwater,"160 ккал, макросы объясняют только 20 (88%) — алкоголь или потерянный макрос"
warning,The Capital Grille,"Sparkling Wine, 5 oz",atwater,"120 ккал, макросы объясняют только 32 (73%) — алкоголь или потерянный макрос"
error,The Capital Grille,Stoli Doli,atwater,"170 ккал, макросы объясняют только 32 (81%) — алкоголь или потерянный макрос"
error,The Capital Grille,The Bohemian,atwater,"150 ккал, макросы объясняют только 32 (79%) — алкоголь или потерянный макрос"
warning,The Capital Grille,The Elder Brother,atwater,"230 ккал, макросы объясняют только 68 (70%) — алкоголь или потерянный макрос"
error,The Capital Grille,Veal Tomahawk Chop,atwater,макросы дают 1067 ккал против заявленных 660 (+62%)
error,The Capital Grille,"White Wine, 1.5 L",atwater,"1250 ккал, макросы объясняют только 132 (89%) — алкоголь или потерянный макрос"
warning,The Capital Grille,"White Wine, 3 L",portion,2510 ккал — вероятно целая порция на компанию
error,The Capital Grille,"White Wine, 3 L",atwater,"2510 ккал, макросы объясняют только 264 (89%) — алкоголь или потерянный макрос"
error,The Capital Grille,"White Wine, 6 oz",atwater,"150 ккал, макросы объясняют только 16 (89%) — алкоголь или потерянный макрос"
error,Wawa,BBQ Ranch Salad,atwater,макросы дают 335 ккал против заявленных 180 (+86%)
error,Wawa,Black Forest Ham & Cheese Pretzel Roll Sandwich,atwater,макросы дают 1139 ккал против заявленных 600 (+90%)
warning,Wawa,"Caramel Iced Coffee, 16 oz",atwater,"410 ккал, макросы объясняют только 266 (35%) — алкоголь или потерянный макрос"
warning,Wawa,"Caramel Iced Coffee, 22 oz",atwater,"550 ккал, макросы объясняют только 360 (35%) — алкоголь или потерянный макрос"
warning,Wawa,"Caramel Iced Coffee, 32 oz",atwater,"810 ккал, макросы объясняют только 519 (36%) — алкоголь или потерянный макрос"
warning,Wawa,"Caramel Iced Coffee, 44 oz",atwater,"1110 ккал, макросы объясняют только 711 (36%) — алкоголь или потерянный макрос"
error,Wawa,Chicken Caesar Wrap,atwater,макросы дают 469 ккал против заявленных 190 (+147%)
error,Wawa,Chicken Salad & Green Leaf Lettuce Multigrain Thin,atwater,макросы дают 256 ккал против заявленных 200 (+28%)
error,Wawa,"Chicken Steak Breakfast Hoagie, Classic",atwater,макросы дают 228 ккал против заявленных 180 (+27%)
error,Wawa,"Chocolate Chip Muffin, FL",atwater,макросы дают 692 ккал против заявленных 530 (+31%)
error,Wawa,Hash Brown,atwater,макросы дают 140 ккал против заявленных 100 (+40%)
error,Wawa,"Oven Roasted Turkey Breakfast Hoagie, Classic",atwater,макросы дают 243 ккал против заявленных 120 (+102%)
warning,Wawa,Thai Style Chicken Mango Salad,atwater,"240 ккал, макросы объясняют только 157 (35%) — алкоголь или потерянный макрос"
error,Wawa,Wheat Bread FL,atwater,макросы дают 130 ккал против заявленных 100 (+30%)
error,Wawa,"Wheat Bread, FL, for Club Sandwiches",atwater,макросы дают 195 ккал против заявленных 150 (+30%)
error,Wendy's,"Skinny Vanilla Iced Coffee, Medium",atwater,макросы дают 140 ккал против заявленных 100 (+40%)
error,White Castle,Black Bean Slider w/ Honey Mustard,atwater,макросы дают 560 ккал против заявленных 160 (+250%)
error,White Castle,"Fanta Orange Soda, Kids",atwater,макросы дают 176 ккал против заявленных 140 (+26%)
error,White Castle,"Fanta Orange Soda, Small",atwater,макросы дают 368 ккал против заявленных 290 (+27%)
error,Yard House,"Beer, 6% ABV And Up, 1/2 Yard",atwater,"550 ккал, макросы объясняют только 48 (91%) — алкоголь или потерянный макрос"
error,Yard House,"Beer, 6% ABV And Up, Growler",atwater,"1100 ккал, макросы объясняют только 88 (92%) — алкоголь или потерянный макрос"
error,Yard House,"Beer, 6% ABV And Up, Pint or Goblet",atwater,"270 ккал, макросы объясняют только 20 (93%) — алкоголь или потерянный макрос"
warning,Yard House,"Beer, Light, 1/2 Yard",atwater,"270 ккал, макросы объясняют только 68 (75%) — алкоголь или потерянный макрос"
warning,Yard House,"Beer, Light, Growler",atwater,"550 ккал, макросы объясняют только 144 (74%) — алкоголь или потерянный макрос"
warning,Yard House,"Beer, Light, Pint or Goblet",atwater,"140 ккал, макросы объясняют только 36 (74%) — алкоголь или потерянный макрос"
warning,Yard House,"Beer, Under 6% ABV, 1/2 Yard",atwater,"410 ккал, макросы объясняют только 152 (63%) — алкоголь или потерянный макрос"
warning,Yard House,"Beer, Under 6% ABV, Bottle",atwater,"150 ккал, макросы объясняют только 60 (60%) — алкоголь или потерянный макрос"
warning,Yard House,"Beer, Under 6% ABV, Growler",atwater,"820 ккал, макросы объясняют только 304 (63%) — алкоголь или потерянный макрос"
warning,Yard House,"Beer, Under 6% ABV, Pint or Goblet",atwater,"200 ккал, макросы объясняют только 76 (62%) — алкоголь или потерянный макрос"
warning,Yard House,Black Barrel Paloma,atwater,"210 ккал, макросы объясняют только 88 (58%) — алкоголь или потерянный макрос"
warning,Yard House,Black Orchid,atwater,"230 ккал, макросы объясняют только 84 (63%) — алкоголь или потерянный макрос"
warning,Yard House,Blackberry Smash,atwater,"220 ккал, макросы объясняют только 108 (51%) — алкоголь или потерянный макрос"
