severity,chain,name,kind,detail
warning,Chili's,"Dos Equis, 16 fl oz",atwater,"170 ккал, макросы объясняют только 64 (62%) — алкоголь или потерянный макрос"
warning,Chili's,"Dos Equis, 22 fl oz",atwater,"230 ккал, макросы объясняют только 84 (63%) — алкоголь или потерянный макрос"
warning,Chili's,El Jimador Fresca Margarita,atwater,"270 ккал, макросы объясняют только 120 (56%) — алкоголь или потерянный макрос"
warning,Chili's,El Nino Margarita,atwater,"330 ккал, макросы объясняют только 136 (59%) — алкоголь или потерянный макрос"
warning,Chili's,"Fresh for $5, Mango Margarita",atwater,"200 ккал, макросы объясняют только 128 (36%) — алкоголь или потерянный макрос"
warning,Chili's,"Fresh for $5, Raspberry Margarita",atwater,"190 ккал, макросы объясняют только 112 (41%) — алкоголь или потерянный макрос"
warning,Chili's,"Fresh for $5, Traditional Margarita",atwater,"180 ккал, макросы объясняют только 100 (44%) — алкоголь или потерянный макрос"
warning,Chili's,"Heineken, 10 fl oz",atwater,"110 ккал, макросы объясняют только 44 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Heineken, 12 fl oz",atwater,"140 ккал, макросы объясняют только 56 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Heineken, 16 fl oz",atwater,"180 ккал, макросы объясняют только 72 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Heineken, 22 fl oz",atwater,"250 ккал, макросы объясняют только 100 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Lagunitas IPA, 10 fl oz",atwater,"160 ккал, макросы объясняют только 56 (65%) — алкоголь или потерянный макрос"
warning,Chili's,"Lagunitas IPA, 12 fl oz",atwater,"190 ккал, макросы объясняют только 68 (64%) — алкоголь или потерянный макрос"
warning,Chili's,"Lagunitas IPA, 16 fl oz",atwater,"250 ккал, макросы объясняют только 92 (63%) — алкоголь или потерянный макрос"
warning,Chili's,"Lagunitas IPA, 22 fl oz",atwater,"350 ккал, макросы объясняют только 124 (65%) — алкоголь или потерянный макрос"
error,Chili's,"Michelob Ultra, 10 fl oz",atwater,"80 ккал, макросы объясняют только 8 (90%) — алкоголь или потерянный макрос"
error,Chili's,"Michelob Ultra, 12 fl oz",atwater,"90 ккал, макросы объясняют только 16 (82%) — алкоголь или потерянный макрос"
error,Chili's,"Michelob Ultra, 16 fl oz",atwater,"130 ккал, макросы объясняют только 16 (88%) — алкоголь или потерянный макрос"
error,Chili's,"Michelob Ultra, 22 fl oz",atwater,"170 ккал, макросы объясняют только 24 (86%) — алкоголь или потерянный макрос"
error,Chili's,"Miller Lite, 10 fl oz",atwater,"80 ккал, макросы объясняют только 12 (85%) — алкоголь или потерянный макрос"
error,Chili's,"Miller Lite, 12 fl oz",atwater,"100 ккал, макросы объясняют только 12 (88%) — алкоголь или потерянный макрос"
error,Chili's,"Miller Lite, 16 fl oz",atwater,"130 ккал, макросы объясняют только 16 (88%) — алкоголь или потерянный макрос"
error,Chili's,"Miller Lite, 22 fl oz",atwater,"180 ккал, макросы объясняют только 24 (87%) — алкоголь или потерянный макрос"
warning,Chili's,"Modelo Especial, 10 fl oz",atwater,"130 ккал, макросы объясняют только 52 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Modelo Especial, 12 fl oz",atwater,"150 ккал, макросы объясняют только 60 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Modelo Especial, 16 fl oz",atwater,"200 ккал, макросы объясняют только 84 (58%) — алкоголь или потерянный макрос"
warning,Chili's,"Modelo Especial, 22 fl oz",atwater,"280 ккал, макросы объясняют только 112 (60%) — алкоголь или потерянный макрос"
warning,Chili's,Patron Margarita,atwater,"310 ккал, макросы объясняют только 180 (42%) — алкоголь или потерянный макрос"
warning,Chili's,"Patron Margarita, Mango",atwater,"360 ккал, макросы объясняют только 236 (34%) — алкоголь или потерянный макрос"
warning,Chili's,"Patron Margarita, Strawberry",atwater,"360 ккал, макросы объясняют только 232 (36%) — алкоголь или потерянный макрос"
warning,Chili's,Premium Long Island Iced Tea,atwater,"290 ккал, макросы объясняют только 128 (56%) — алкоголь или потерянный макрос"
warning,Chili's,Presidente Margarita,atwater,"240 ккал, макросы объясняют только 92 (62%) — алкоголь или потерянный макрос"
warning,Chili's,"Presidente Margarita, Mango",atwater,"290 ккал, макросы объясняют только 144 (50%) — алкоголь или потерянный макрос"
warning,Chili's,"Presidente Margarita, Strawberry",atwater,"270 ккал, макросы объясняют только 128 (53%) — алкоголь или потерянный макрос"
error,Chili's,"Red Wine, 6 fl oz",atwater,"150 ккал, макросы объясняют только 20 (87%) — алкоголь или потерянный макрос"
error,Chili's,"Red Wine, 9 fl oz",atwater,"220 ккал, макросы объясняют только 28 (87%) — алкоголь или потерянный макрос"
warning,Chili's,"Sam Adams Boston Lager, 10 fl oz",atwater,"150 ккал, макросы объясняют только 72 (52%) — алкоголь или потерянный макрос"
warning,Chili's,"Sam Adams Boston Lager, 12 fl oz",atwater,"180 ккал, макросы объясняют только 84 (53%) — алкоголь или потерянный макрос"
warning,Chili's,"Sam Adams Boston Lager, 16 fl oz",atwater,"240 ккал, макросы объясняют только 112 (53%) — алкоголь или потерянный макрос"
warning,Chili's,"Sam Adams Boston Lager, 22 fl oz",atwater,"330 ккал, макросы объясняют только 156 (53%) — алкоголь или потерянный макрос"
warning,Chili's,"Sierra Nevada IPA, 10 fl oz",atwater,"200 ккал, макросы объясняют только 76 (62%) — алкоголь или потерянный макрос"
warning,Chili's,"Sierra Nevada IPA, 12 fl oz",atwater,"240 ккал, макросы объясняют только 92 (62%) — алкоголь или потерянный макрос"
warning,Chili's,"Sierra Nevada IPA, 16 fl oz",atwater,"320 ккал, макросы объясняют только 120 (62%) — алкоголь или потерянный макрос"
warning,Chili's,"Sierra Nevada IPA, 22 fl oz",atwater,"440 ккал, макросы объясняют только 172 (61%) — алкоголь или потерянный макрос"
warning,Chili's,"Sierra Nevada Side Car, 10 fl oz",atwater,"150 ккал, макросы объясняют только 60 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Sierra Nevada Side Car, 16 fl oz",atwater,"240 ккал, макросы объясняют только 96 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Sierra Nevada Side Car, 22 fl oz",atwater,"330 ккал, макросы объясняют только 132 (60%) — алкоголь или потерянный макрос"
warning,Chili's,Spicy Sauza Jalapeno Margarita,atwater,"310 ккал, макросы объясняют только 180 (42%) — алкоголь или потерянный макрос"
warning,Chili's,"Stella Artois, 10 fl oz",atwater,"130 ккал, макросы объясняют только 48 (63%) — алкоголь или потерянный макрос"
warning,Chili's,"Stella Artois, 12 fl oz",atwater,"150 ккал, макросы объясняют только 56 (63%) — алкоголь или потерянный макрос"
warning,Chili's,"Stella Artois, 16 fl oz",atwater,"200 ккал, макросы объясняют только 76 (62%) — алкоголь или потерянный макрос"
warning,Chili's,"Stella Artois, 22 fl oz",atwater,"280 ккал, макросы объясняют только 100 (64%) — алкоголь или потерянный макрос"
error,Chili's,"Sweet Wine, 6 fl oz",atwater,"170 ккал, макросы объясняют только 40 (76%) — алкоголь или потерянный макрос"
warning,Chili's,"Sweet Wine, 9 fl oz",atwater,"250 ккал, макросы объясняют только 68 (73%) — алкоголь или потерянный макрос"
warning,Chili's,Titos Punch,atwater,"320 ккал, макросы объясняют только 212 (34%) — алкоголь или потерянный макрос"
warning,Chili's,Titos Vodkarita,atwater,"310 ккал, макросы объясняют только 172 (45%) — алкоголь или потерянный макрос"
warning,Chili's,"Titos Vodkarita, Mango",atwater,"330 ккал, макросы объясняют только 196 (41%) — алкоголь или потерянный макрос"
warning,Chili's,"Titos Vodkarita, Strawberry",atwater,"330 ккал, макросы объясняют только 196 (41%) — алкоголь или потерянный макрос"
warning,Chili's,Tropical Sunrise Margarita,atwater,"250 ккал, макросы объясняют только 144 (42%) — алкоголь или потерянный макрос"
warning,Chili's,Ultimate Fresh Margarita,atwater,"300 ккал, макросы объясняют только 180 (40%) — алкоголь или потерянный макрос"
error,Chili's,"White Wine, 6 fl oz",atwater,"140 ккал, макросы объясняют только 20 (86%) — алкоголь или потерянный макрос"
error,Chili's,"White Wine, 9 fl oz",atwater,"220 ккал, макросы объясняют только 28 (87%) — алкоголь или потерянный макрос"
error,Chipotle,"Steak, for Kids Build Your Own",atwater,макросы дают 109 ккал против заявленных 70 (+56%)
warning,Ci Ci's Pizza,Cheese Pizza on Traditional Crust,atwater,"190 ккал, макросы объясняют только 104 (45%) — алкоголь или потерянный макрос"
warning,Ci Ci's Pizza,Garlic Cheesy Bread,atwater,"140 ккал, макросы объясняют только 62 (56%) — алкоголь или потерянный макрос"
error,Dairy Queen,"Chocolate Xtreme Blizzard Cake, 10 in",range,kcal=6940.0 выше потолка 5000
error,Dairy Queen,"Chocolate Xtreme Blizzard Cake, 10 in",range,carbs=946.0 выше потолка 500
warning,Dairy Queen,"Chocolate Xtreme Blizzard Cake, 10 in",portion,6940 ккал — вероятно целая порция на компанию
error,Dairy Queen,"Chocolate Xtreme Blizzard Cake, 8 in",range,carbs=621.0 выше потолка 500
warning,Dairy Queen,"Chocolate Xtreme Blizzard Cake, 8 in",portion,4570 ккал — вероятно целая порция на компанию
error,Dairy Queen,"Cookie Dough Blizzard Cake, 10 in",range,kcal=7560.0 выше потолка 5000
error,Dairy Queen,"Cookie Dough Blizzard Cake, 10 in",range,carbs=1041.0 выше потолка 500
warning,Dairy Queen,"Cookie Dough Blizzard Cake, 10 in",portion,7560 ккал — вероятно целая порция на компанию
error,Dairy Queen,"Cookie Dough Blizzard Cake, 8 in",range,carbs=659.0 выше потолка 500
warning,Dairy Queen,"Cookie Dough Blizzard Cake, 8 in",portion,4820 ккал — вероятно целая порция на компанию
error,Dairy Queen,"DQ Round Cake, 10 in",range,carbs=728.0 выше потолка 500
warning,Dairy Queen,"DQ Round Cake, 10 in",portion,4950 ккал — вероятно целая порция на компанию
warning,Dairy Queen,"DQ Round Cake, 8 in",portion,3260 ккал — вероятно целая порция на компанию
error,Dairy Queen,Kansas City BBQ Pulled Pork Sandwich,atwater,макросы дают 543 ккал против заявленных 430 (+26%)
error,Dairy Queen,"Oreo Blizzard Cake, 10 in",range,kcal=6870.0 выше потолка 5000
error,Dairy Queen,"Oreo Blizzard Cake, 10 in",range,carbs=960.0 выше потолка 500
warning,Dairy Queen,"Oreo Blizzard Cake, 10 in",portion,6870 ккал — вероятно целая порция на компанию
error,Dairy Queen,"Oreo Blizzard Cake, 8 in",range,carbs=619.0 выше потолка 500
warning,Dairy Queen,"Oreo Blizzard Cake, 8 in",portion,4460 ккал — вероятно целая порция на компанию
error,Dairy Queen,"Reeses Peanut Butter Cups Blizzard Cake, 10 in",range,kcal=6850.0 выше потолка 5000
error,Dairy Queen,"Reeses Peanut Butter Cups Blizzard Cake, 10 in",range,carbs=910.0 выше потолка 500
warning,Dairy Queen,"Reeses Peanut Butter Cups Blizzard Cake, 10 in",portion,6850 ккал — вероятно целая порция на компанию
error,Dairy Queen,"Reeses Peanut Butter Cups Blizzard Cake, 8 in",range,carbs=589.0 выше потолка 500
warning,Dairy Queen,"Reeses Peanut Butter Cups Blizzard Cake, 8 in",portion,4450 ккал — вероятно целая порция на компанию
warning,Del Taco,12 Chocolate Chip Cookies,portion,2400 ккал — вероятно целая порция на компанию
warning,Denny's,"French Dressing, 1.5 oz",atwater,"130 ккал, макросы объясняют только 80 (38%) — алкоголь или потерянный макрос"
warning,Denny's,"French Dressing, 3 oz",atwater,"260 ккал, макросы объясняют только 169 (35%) — алкоголь или потерянный макрос"
error,Denny's,"Vegetable Beef Soup, Cup",atwater,макросы дают 251 ккал против заявленных 200 (+26%)
error,Dickey's Barbeque Pit,Brisket Mac,atwater,макросы дают 999 ккал против заявленных 675 (+48%)
warning,Dickey's Barbeque Pit,Family Pack Max,portion,4635 ккал — вероятно целая порция на компанию
warning,Dickey's Barbeque Pit,Family Pack Min,portion,2680 ккал — вероятно целая порция на компанию
warning,Dickey's Barbeque Pit,Picnic Pack Max,portion,2577 ккал — вероятно целая порция на компанию
error,Dickey's Barbeque Pit,Pork Sandwich,atwater,макросы дают 616 ккал против заявленных 483 (+27%)
error,Dickey's Barbeque Pit,XL Pack Max,range,kcal=6693.0 выше потолка 5000
error,Dickey's Barbeque Pit,XL Pack Max,range,protein=266.0 выше потолка 250
error,Dickey's Barbeque Pit,XL Pack Max,range,fat=509.1 выше потолка 400
warning,Dickey's Barbeque Pit,XL Pack Max,portion,6693 ккал — вероятно целая порция на компанию
error,Dickey's Barbeque Pit,XL Pack Min,range,protein=295.5 выше потолка 250
warning,Dickey's Barbeque Pit,XL Pack Min,portion,3579 ккал — вероятно целая порция на компанию
error,Dunkin' Donuts,"Hot Coffee w/ Skim Milk & Sugar, Small",atwater,макросы дают 88 ккал против заявленных 70 (+26%)
error,Einstein Bros,Mini Hazelnut Pastry,atwater,макросы дают 612 ккал против заявленных 140 (+337%)
warning,El Pollo Loco,"Vitamin Water XXX, Small",atwater,"80 ккал, макросы объясняют только 44 (45%) — алкоголь или потерянный макрос"
error,Famous Dave's,"All American BBQ Feast w/ Georgia Chopped Pork, Full Order",range,kcal=7520.0 выше потолка 5000
error,Famous Dave's,"All American BBQ Feast w/ Georgia Chopped Pork, Full Order",range,protein=432.0 выше потолка 250
error,Famous Dave's,"All American BBQ Feast w/ Georgia Chopped Pork, Full Order",range,carbs=618.0 выше потолка 500
error,Famous Dave's,"All American BBQ Feast w/ Georgia Chopped Pork, Full Order",range,fat=408.0 выше потолка 400
warning,Famous Dave's,"All American BBQ Feast w/ Georgia Chopped Pork, Full Order",portion,7520 ккал — вероятно целая порция на компанию
error,Famous Dave's,"All American BBQ Feast w/ Texas Beef Brisket, Full Order",range,kcal=7480.0 выше потолка 5000
error,Famous Dave's,"All American BBQ Feast w/ Texas Beef Brisket, Full Order",range,protein=437.0 выше потолка 250
error,Famous Dave's,"All American BBQ Feast w/ Texas Beef Brisket, Full Order",range,carbs=621.0 выше потолка 500
warning,Famous Dave's,"All American BBQ Feast w/ Texas Beef Brisket, Full Order",portion,7480 ккал — вероятно целая порция на компанию
warning,Famous Dave's,BBQ Chips,atwater,"410 ккал, макросы объясняют только 257 (37%) — алкоголь или потерянный макрос"
error,Famous Dave's,BBQ Stuffed Baked Potato w/ Georgia Chopped Pork,atwater,макросы дают 1024 ккал против заявленных 810 (+26%)
error,Famous Dave's,BBQ Stuffed Baked Potato w/ Texas Beef Brisket,atwater,макросы дают 1013 ккал против заявленных 790 (+28%)
warning,Famous Dave's,"Boneless Double Winger, To Go",portion,2050 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Boneless Party Platter, To Go",portion,4830 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Boneless Wings w/ Buffalo Sauce, Double Winger",portion,2050 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Boneless Wings w/ Devils Spit, Double Winger",portion,2040 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Boneless Wings w/ Rich & Sassy, Double Winger",portion,2050 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Feast For Two w/ Georgia Chopped Pork, 1/2 Order",portion,2100 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Feast For Two w/ Georgia Chopped Pork, Full Order",portion,4200 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Feast For Two w/ Texas Beef Brisket, 1/2 Order",portion,2080 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Feast For Two w/ Texas Beef Brisket, Full Order",portion,4170 ккал — вероятно целая порция на компанию
warning,Famous Dave's,Feast for One w/ Georgia Pork,portion,2330 ккал — вероятно целая порция на компанию
warning,Famous Dave's,Feast for One w/ Texas Beef Brisket,portion,2260 ккал — вероятно целая порция на компанию
error,Famous Dave's,"Rib Tips Til Payday, Dinner",range,kcal=9240.0 выше потолка 5000
error,Famous Dave's,"Rib Tips Til Payday, Dinner",range,protein=679.0 выше потолка 250
error,Famous Dave's,"Rib Tips Til Payday, Dinner",range,fat=556.0 выше потолка 400
warning,Famous Dave's,"Rib Tips Til Payday, Dinner",portion,9240 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Sampler, High",portion,3210 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Sampler, Low",portion,2560 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Traditional Double Winger, To Go",portion,2070 ккал — вероятно целая порция на компанию
error,Famous Dave's,"Traditional Party Platter, To Go",range,protein=361.0 выше потолка 250
warning,Famous Dave's,"Traditional Party Platter, To Go",portion,4890 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Traditional Wings w/ Devils Spit, Double Winger",portion,2060 ккал — вероятно целая порция на компанию
warning,Famous Dave's,"Traditional Wings w/ Rich & Sassy, Double Winger",portion,2070 ккал — вероятно целая порция на компанию
warning,Firehouse Subs,"Coca-Cola, 44 fl oz",atwater,"540 ккал, макросы объясняют только 184 (66%) — алкоголь или потерянный макрос"
error,Friendly's,Bacon Trio Cheeseburger w/ 2 Patties,range,carbs=1524.0 выше потолка 500
error,Friendly's,Bacon Trio Cheeseburger w/ 2 Patties,atwater,макросы дают 6679 ккал против заявленных 865 (+672%)
error,Friendly's,Bacon Trio Cheeseburger w/ 2 Patties & French Fries,range,carbs=1554.0 выше потолка 500
error,Friendly's,Bacon Trio Cheeseburger w/ 2 Patties & French Fries,atwater,макросы дают 6889 ккал против заявленных 1075 (+541%)
error,Friendly's,Belgian Waffle w/ Bacon,atwater,макросы дают 490 ккал против заявленных 300 (+63%)
warning,Friendly's,Broccoli,atwater,"60 ккал, макросы объясняют только 40 (33%) — алкоголь или потерянный макрос"
error,Friendly's,Build Your Own Martian Sundae,atwater,макросы дают 577 ккал против заявленных 438 (+32%)
error,Friendly's,Butter Pecan Ice Cream,atwater,макросы дают 340 ккал против заявленных 250 (+36%)
warning,Friendly's,Buttermilk Pancakes w/ Pancake Syrup,atwater,"970 ккал, макросы объясняют только 610 (37%) — алкоголь или потерянный макрос"
warning,Friendly's,Crispy Chicken Wrap,atwater,"880 ккал, макросы объясняют только 460 (48%) — алкоголь или потерянный макрос"
warning,Friendly's,Crispy Chicken Wrap w/ Fries,atwater,"1090 ккал, макросы объясняют только 670 (39%) — алкоголь или потерянный макрос"
warning,Friendly's,Garden Vegetable Omelette,atwater,"770 ккал, макросы объясняют только 340 (56%) — алкоголь или потерянный макрос"
warning,Friendly's,Garden Vegetable Omelette w/ Strawberry Jam for Toast,atwater,"1060 ккал, макросы объясняют только 340 (68%) — алкоголь или потерянный макрос"
warning,Friendly's,Goldfish Crackers,atwater,"70 ккал, макросы объясняют только 40 (43%) — алкоголь или потерянный макрос"
error,Friendly's,Hot Chocolate,atwater,макросы дают 210 ккал против заявленных 160 (+31%)
error,Friendly's,"Hot Chocolate, Carryout",atwater,макросы дают 210 ккал против заявленных 160 (+31%)
warning,Friendly's,Mini Mozzarella Sticks,atwater,"800 ккал, макросы объясняют только 378 (53%) — алкоголь или потерянный макрос"
error,Friendly's,Vienna Mocha Chunk Ice Cream,atwater,макросы дают 340 ккал против заявленных 270 (+26%)
warning,Friendly's,Waffle Fries,atwater,"351 ккал, макросы объясняют только 243 (31%) — алкоголь или потерянный макрос"
error,Frisch's Big Boy,Baked Apples,atwater,макросы дают 180 ккал против заявленных 90 (+100%)
error,Frisch's Big Boy,"Chili Spaghetti, Kids",atwater,"390 ккал, макросы объясняют только 38 (90%) — алкоголь или потерянный макрос"
warning,Frisch's Big Boy,"Fish, Kids",atwater,"140 ккал, макросы объясняют только 61 (56%) — алкоголь или потерянный макрос"
error,Frisch's Big Boy,Frischs Mayonnaise Lady Rose,atwater,макросы дают 162 ккал против заявленных 100 (+62%)
error,Frisch's Big Boy,"L & T, Lemonade and Iced Tea",atwater,макросы дают 500 ккал против заявленных 125 (+300%)
warning,Frisch's Big Boy,"Mini Hand Breaded Chicken Strips, Kids",atwater,"330 ккал, макросы объясняют только 223 (32%) — алкоголь или потерянный макрос"
error,Frisch's Big Boy,"One Egg, Scrambled",atwater,макросы дают 392 ккал против заявленных 140 (+180%)
error,Frisch's Big Boy,"Strawberry Topping, for Sundaes",atwater,макросы дают 796 ккал против заявленных 70 (+1037%)
error,Frisch's Big Boy,White Cheddar Cheese,atwater,макросы дают 72 ккал против заявленных 55 (+32%)
error,Golden Corral,Apple Pecan Topped Waffle,atwater,макросы дают 211 ккал против заявленных 160 (+32%)
error,Golden Corral,Apple-Topped Waffle,atwater,макросы дают 202 ккал против заявленных 150 (+35%)
error,Golden Corral,Berry Cheese Blintz,atwater,макросы дают 337 ккал против заявленных 250 (+35%)
warning,Golden Corral,Carmel Pecan Sticky Rolls,atwater,"310 ккал, макросы объясняют только 97 (69%) — алкоголь или потерянный макрос"
error,Golden Corral,Grilled Chicken Breast,atwater,макросы дают 222 ккал против заявленных 70 (+216%)
error,Golden Corral,Milk,atwater,макросы дают 685 ккал против заявленных 140 (+389%)
error,Golden Corral,Mmm Mmm Meatloaf,atwater,макросы дают 191 ккал против заявленных 140 (+36%)
error,Golden Corral,Peach-Topped Waffles,atwater,макросы дают 198 ккал против заявленных 150 (+32%)
error,Golden Corral,Salisbury Steak,atwater,макросы дают 132 ккал против заявленных 70 (+89%)
error,Golden Corral,Shepherds Pie,atwater,макросы дают 451 ккал против заявленных 310 (+45%)
error,Golden Corral,"Spinach, 1/2 Cup",atwater,макросы дают 63 ккал против заявленных 50 (+26%)
error,Golden Corral,Strawberry Cheesecake,atwater,макросы дают 383 ккал против заявленных 210 (+82%)
error,Golden Corral,Strawberry Cheesecake French Toast,atwater,макросы дают 295 ккал против заявленных 210 (+40%)
error,Golden Corral,Stuffed Peppers,atwater,макросы дают 283 ккал против заявленных 160 (+77%)
warning,Golden Corral,Turkey Sausage,atwater,"90 ккал, макросы объясняют только 54 (39%) — алкоголь или потерянный макрос"
error,Golden Corral,Turtle Cheesecake,atwater,макросы дают 399 ккал против заявленных 240 (+66%)
warning,Hooters,15 Breaded Wings,portion,2050 ккал — вероятно целая порция на компанию
warning,Hooters,20 Bacon Wrapped Wings,portion,2260 ккал — вероятно целая порция на компанию
warning,Hooters,20 Breaded Wings,portion,2730 ккал — вероятно целая порция на компанию
warning,Hooters,20 Daytona Wings,portion,2680 ккал — вероятно целая порция на компанию
error,Hooters,50 Bacon Wrapped Wings,range,kcal=5490.0 выше потолка 5000
error,Hooters,50 Bacon Wrapped Wings,range,protein=490.0 выше потолка 250
warning,Hooters,50 Bacon Wrapped Wings,portion,5490 ккал — вероятно целая порция на компанию
warning,Hooters,50 Boneless Wings,portion,2300 ккал — вероятно целая порция на компанию
error,Hooters,50 Breaded Wings,range,kcal=6830.0 выше потолка 5000
error,Hooters,50 Breaded Wings,range,protein=369.0 выше потолка 250
error,Hooters,50 Breaded Wings,range,fat=429.0 выше потолка 400
warning,Hooters,50 Breaded Wings,portion,6830 ккал — вероятно целая порция на компанию
error,Hooters,50 Daytona Wings,range,kcal=6540.0 выше потолка 5000
error,Hooters,50 Daytona Wings,range,protein=337.0 выше потолка 250
warning,Hooters,50 Daytona Wings,portion,6540 ккал — вероятно целая порция на компанию
error,Hooters,50 Naked Wings,range,protein=562.0 выше потолка 250
warning,Hooters,50 Naked Wings,portion,4630 ккал — вероятно целая порция на компанию
error,IHOP,Create Your French Toast Combo w/ Peach Vanilla Stuffed French Toast,atwater,"450 ккал, макросы объясняют только 98 (78%) — алкоголь или потерянный макрос"
error,IHOP,Sirloin Steak Tips,atwater,макросы дают 1401 ккал против заявленных 760 (+84%)
error,IHOP,Sirloin Tips & Eggs,atwater,макросы дают 1651 ккал против заявленных 1030 (+60%)
warning,Jack in the Box,Chick N Tater Melt Munchie Meal,portion,2010 ккал — вероятно целая порция на компанию
error,Jamba Juice,Krave Beef Jerky,atwater,макросы дают 215 ккал против заявленных 90 (+139%)
error,Jamba Juice,"Watermelon Breeze Smoothie, 22 fl oz",atwater,макросы дают 547 ккал против заявленных 400 (+37%)
warning,Jason's Deli,"Ham Muffaletta, Whole",portion,2060 ккал — вероятно целая порция на компанию
warning,Jason's Deli,"Jasons Deli Pomegranate Blueberry Sports Drink, 24 oz",atwater,"200 ккал, макросы объясняют только 120 (40%) — алкоголь или потерянный макрос"
warning,Jason's Deli,"Jasons Deli Pomegranate Blueberry Sports Drink, 32 oz",atwater,"260 ккал, макросы объясняют только 160 (38%) — алкоголь или потерянный макрос"
error,Jason's Deli,Raspberry Sweet Leaf Tea,atwater,макросы дают 232 ккал против заявленных 160 (+45%)
error,Jason's Deli,Sugar Cookie,atwater,макросы дают 319 ккал против заявленных 240 (+33%)
error,Jason's Deli,White Chocolate Raspberry Bite,atwater,макросы дают 185 ккал против заявленных 130 (+42%)
error,Jersey Mike's Subs,#26 Bacon Ranch Chicken Cheese Steak on White Regular,atwater,макросы дают 898 ккал против заявленных 415 (+116%)
error,Jersey Mike's Subs,#31 California Chicken Cheese Steak on Wheat Giant,atwater,макросы дают 1804 ккал против заявленных 860 (+110%)
warning,Jersey Mike's Subs,#43 Chipotle Cheese Steak on Wheat Giant,portion,2010 ккал — вероятно целая порция на компанию
warning,Jersey Mike's Subs,#43 Chipotle Cheese Steak on White Giant,portion,2010 ккал — вероятно целая порция на компанию
error,Jersey Mike's Subs,Buffalo Steak Cheesesteak on Wheat Giant,atwater,макросы дают 1940 ккал против заявленных 1060 (+83%)
error,Jersey Mike's Subs,"Extra Cheese & Meat, for #2 Jersey Shore Favorite, Regular & Tub",atwater,макросы дают 166 ккал против заявленных 95 (+75%)
error,Jersey Mike's Subs,"Extra Meat & Cheese, for #6 Roast Beef & Provolone, Giant",atwater,макросы дают 409 ккал против заявленных 225 (+82%)
warning,Joe's Crab Shack,10 Coconut Shrimp,portion,2170 ккал — вероятно целая порция на компанию
error,Joe's Crab Shack,Arctic Bay Steampot for 2,range,protein=304.0 выше потолка 250
warning,Joe's Crab Shack,Arctic Bay Steampot for 2,portion,2210 ккал — вероятно целая порция на компанию
warning,Joe's Crab Shack,"Barefoot White Wine Spritzer, 8.45 oz",atwater,"140 ккал, макросы объясняют только 56 (60%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,"Barefoot on The Beach, Regional",atwater,"340 ккал, макросы объясняют только 236 (31%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Barefoot on the Beach,atwater,"500 ккал, макросы объясняют только 272 (46%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,Beantown Bake,range,protein=254.0 выше потолка 250
warning,Joe's Crab Shack,"Blue Moon, 16 oz",atwater,"240 ккал, макросы объясняют только 104 (57%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,"Blue Moon, 22 oz",atwater,"320 ккал, макросы объясняют только 96 (70%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,Broccoli,atwater,макросы дают 90 ккал против заявленных 70 (+29%)
warning,Joe's Crab Shack,"Bud Light, 12 oz",atwater,"110 ккал, макросы объясняют только 32 (71%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,"Bud Light, 16 oz",atwater,"150 ккал, макросы объясняют только 40 (73%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,"Bud Light, 22 oz",atwater,"200 ккал, макросы объясняют только 56 (72%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,"Budweiser, 12 oz",atwater,"140 ккал, макросы объясняют только 48 (66%) — алкоголь или потерянный макрос"
warning,Joe's Crab Shack,Category 5 Hurricane,atwater,"400 ккал, макросы объясняют только 152 (62%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,"Coors Light, 12 oz",atwater,"100 ккал, макросы объясняют только 20 (80%) — алкоголь или потерянный макрос"
error,Joe's Crab Shack,Corona,atwater,"150 ккал, макросы объясняют только 8 (95%) — алкоголь или потерянный макрос"
